paper_id,doi,publication_year,author_position,author_name,orcid,institutions,institution_countries,institution_rors
W7104374181,10.17169/refubium-49950,2025,middle,"Hesselmann, Felicitas",,,,
W7104374181,10.17169/refubium-49950,2025,middle,"Sachse, Jacqueline",,,,
W7104374181,10.17169/refubium-49950,2025,middle,"Müller, Sophie P.",,,,
W7104374181,10.17169/refubium-49950,2025,last,"Niemeyer, Helen",,,,
W7104686321,10.5525/gla.thesis.85576,2025,first,"Liang, Jinghui",,,,
W7105216916,10.71781/26512,2024,first,"El Khantour, Clara",,,,
W7105688700,10.17605/osf.io/nq4su,2021,first,"Julliard, Yoann",,,,
W7105688700,10.17605/osf.io/nq4su,2021,middle,"Batailler, Cédric",,,,
W7105688700,10.17605/osf.io/nq4su,2021,middle,"Rougier, Marine",,,,
W7105688700,10.17605/osf.io/nq4su,2021,last,"Muller, Dominique",0000-0001-9544-5317,,,
W7106207211,,2025,first,"Braun, Halle C.",,Stanford University,US,00f54p054
W7106207211,,2025,middle,"Mukherjee, Kushin",,Stanford University,US,00f54p054
W7106207211,,2025,middle,"Gorelik, Seth R.",,Stanford University,US,00f54p054
W7106207211,,2025,last,"Schloss, Karen B.",,Stanford University,US,00f54p054
W7110472881,,2025,first,"Marí Breunig, Paula",,,,
W7110488426,,2020,first,Zhang Chen,,,,
W7110488426,,2020,middle,Frederick Verbruggen,,,,
W7110488426,,2020,last,Christina Reimer,,,,
W7110491488,,2020,first,Zhang Chen,,,,
W7110491488,,2020,middle,Frederick Verbruggen,,,,
W7110491488,,2020,last,Christina Reimer,,,,
W7110499835,,2018,first,Remi Gau,,,,
W7110499835,,2018,middle,Jonathan Peirce,,,,
W7110499835,,2018,middle,Timothy Ballard,,,,
W7110499835,,2018,middle,Nicholas Tierney,,,,
W7110499835,,2018,middle,Peter Harrison,,,,
W7110499835,,2018,last,Rachel A. Searston,,,,
W7110502269,,2018,first,Junyan Qi,,,,
W7110565975,,2024,first,Jan Crusius,,,,
W7110565975,,2024,middle,Emiel Cracco,,,,
W7110565975,,2024,middle,Oliver Genschow,,,,
W7110565975,,2024,last,Mareike Westfal,,,,
W7110602392,,2022,first,Emily Marie Elliott,,,,
W7110602392,,2022,middle,David John Baker,,,,
W7110602392,,2022,last,Yiqing Ma,,,,
W7110669576,,2017,first,Paul Krueger,,,,
W7110669576,,2017,middle,Falk Lieder,,,,
W7110669576,,2017,middle,Frederick Callaway,,,,
W7110669576,,2017,last,Tom Griffiths,,,,
W7110701967,,2018,first,Dmitry Sherbina,,,,
W7110708025,,2020,first,Christina Reimer,,,,
W7110708025,,2020,middle,Frederick Verbruggen,,,,
W7110708025,,2020,last,Zhang Chen,,,,
W7111733764,,2025,first,Mike Le Pelley,,,,
W7111799705,,2023,first,Robert C.G. Johansson,,,,
W7111815833,,2024,first,Tehilla Mechera-Ostrovsky,,,,
W7111815833,,2024,middle,Paul Ungermann,,,,
W7111815833,,2024,last,Chris Donkin,,,,
W7111838577,,2025,first,Mona Bielig,,,,
W7111838577,,2025,middle,Kimberly  C. Doell,,,,
W7111838577,,2025,middle,Claus Lamm,,,,
W7111838577,,2025,middle,Celina Kacperski,,,,
W7111838577,,2025,last,Florian Kutzner,,,,
W7111880209,,2025,first,"Dutra Solano, Martín",,,,
W7111940740,,2023,first,"Sambrano, Deshawn",,,,
W7112552884,,2025,first,Can Demircan,,,,
W7112618241,,2025,first,Markus Spitzer,,,,
W7112858526,,2025,first,Mark Ashton Smith,,,,
W7112937577,,2022,first,Steven Most,,,,
W7112937577,,2022,last,Tobias Johnson,,,,
W7113153696,,2023,first,Nicholas E. Myers,,,,
W7113153696,,2023,middle,Silvia Formica,,,,
W7113153696,,2023,middle,Marcel Brass,,,,
W7113153696,,2023,middle,Carlos González-García,,,,
W7113153696,,2023,middle,Luc Vermeylen,,,,
W7113153696,,2023,last,Ana F Palenciano,,,,
W7113673158,,2025,first,Mark Ashton Smith,,,,
W7113703730,,2025,first,Ahmed Aly,,,,
W7113743716,,2025,first,"Kandel, Margaret",,Harvard University Press,US,006v7bf86
W7113755454,,2025,first,Joshua de Leeuw,,,,
W7114984665,10.6084/m9.figshare.30868844,2025,first,"Pupelis, Linas",0000-0001-9321-7601,,,
W7115014977,10.6084/m9.figshare.30868844.v1,2025,first,"Pupelis, Linas",0000-0001-9321-7601,,,
W7115035429,,2025,first,"Chen, Xuanda",,Center for Applied Linguistics,US,020pekv35
W7115811670,,2024,first,"Sclodnick, Benjamin",,,,
W7115934568,10.5334/cpsy.127,2025,first,Samuel Zorowitz,,Princeton University,US,00hx57361
W7115934568,10.5334/cpsy.127,2025,middle,Gili Karni,,Princeton University,US,00hx57361
W7115934568,10.5334/cpsy.127,2025,middle,Natalie Paredes,0009-0008-4037-0205,University of California San Diego,US,0168r3w48
W7115934568,10.5334/cpsy.127,2025,middle,Nathaniel Daw,,Princeton University,US,00hx57361
W7115934568,10.5334/cpsy.127,2025,last,Yael Niv,,Princeton University,US,00hx57361
W7116629787,10.1016/j.cognition.2025.106379,2025,first,Huichao Ji,0000-0001-8425-526X,Yale University,US,03v76x132
W7116629787,10.1016/j.cognition.2025.106379,2025,last,Brian J. Scholl,0000-0003-3610-0890,Yale University,US,03v76x132
W7116799987,10.1017/s0142716425100386,2025,first,Jiuzhou Hao,0000-0003-3730-0528,"Centre for Arctic Gas Hydrate, Environment and Climate; UiT The Arctic University of Norway; University of Edinburgh",NO; NO; GB,00p8r6x45; 00wge5k78; 01nrxwf90
W7116799987,10.1017/s0142716425100386,2025,middle,Vicky Chondrogianni,0000-0002-8580-5662,University of Edinburgh,GB,01nrxwf90
W7116799987,10.1017/s0142716425100386,2025,last,Patrick Sturt,0000-0002-2055-6933,University of Edinburgh,GB,01nrxwf90
W7116911162,10.1044/2025_ajslp-25-00093,2025,first,Malachi Henry,0000-0002-9223-0879,Indiana University Bloomington,US,02k40bc56
W7116911162,10.1044/2025_ajslp-25-00093,2025,last,Tessa Bent,0000-0001-7604-1835,Indiana University Bloomington,US,02k40bc56
W7116932998,10.1007/s12144-025-08722-x,2025,first,Feng Zhao,,Central China Normal University,CN,03x1jna21
W7116932998,10.1007/s12144-025-08722-x,2025,middle,Fangfang Wen,,Central China Normal University,CN,03x1jna21
W7116932998,10.1007/s12144-025-08722-x,2025,middle,H. Ye,,Central China Normal University,CN,03x1jna21
W7116932998,10.1007/s12144-025-08722-x,2025,middle,Yang Wang,0000-0002-7781-5641,Central China Normal University,CN,03x1jna21
W7116932998,10.1007/s12144-025-08722-x,2025,last,Bin Zuo,,Sun Yat-sen University,CN,0064kty71
W7116948931,10.1038/s41562-025-02359-3,2025,first,Jacques Pesnot Lerousseau,0000-0003-3799-0602,Inserm; Aix-Marseille Université; University of Oxford; Institut de Neurosciences des Systèmes,FR; FR; GB; FR,02vjkv261; 035xkbk20; 052gg0110; 019kqby73
W7116948931,10.1038/s41562-025-02359-3,2025,last,Christopher Summerfield,0000-0002-2941-2653,University of Oxford,GB,052gg0110
W7117085056,,2026,first,Hong Xiao,0009-0008-0692-0859,Institut des Sciences Cognitives Marc Jeannerod,FR,02he5dz58
W7117243094,10.1186/s12888-025-07728-w,2025,first,Yu-Feng Xia,,Shanghai Mental Health Center,CN,05bd2wa15
W7117243094,10.1186/s12888-025-07728-w,2025,middle,Yu-Yan Gao,,Wenzhou Medical University; Shanghai Mental Health Center,CN; CN,00rd5t069; 05bd2wa15
W7117243094,10.1186/s12888-025-07728-w,2025,middle,Zi-Jian Cheng,0000-0003-4979-0114,Shanghai Mental Health Center,CN,05bd2wa15
W7117243094,10.1186/s12888-025-07728-w,2025,middle,Zeming Fang,0000-0002-8091-4413,Shanghai Mental Health Center,CN,05bd2wa15
W7117243094,10.1186/s12888-025-07728-w,2025,middle,Wei Li,,First People's Hospital of Yunnan Province,CN,00c099g34
W7117243094,10.1186/s12888-025-07728-w,2025,middle,Tomoko Kishimoto,0000-0003-1223-4464,Nankai University; Beijing Normal University,CN; CN,01y1kjr75; 022k4wk35
W7117243094,10.1186/s12888-025-07728-w,2025,middle,Lei Guo,0000-0003-1624-9604,Shanghai Jiao Tong University; Shanghai Mental Health Center,CN; CN,0220qvk04; 05bd2wa15
W7117243094,10.1186/s12888-025-07728-w,2025,middle,Haifeng Jiang,0000-0001-8499-2825,Shanghai Jiao Tong University; Shanghai Mental Health Center,CN; CN,0220qvk04; 05bd2wa15
W7117243094,10.1186/s12888-025-07728-w,2025,last,R. Zhang,,Shanghai Mental Health Center,CN,05bd2wa15
W7117303387,10.61782/fa.2025.0795,2025,first,Sandra Pauletto,0000-0002-9404-851X,,,
W7117303387,10.61782/fa.2025.0795,2025,last,Nicolas Misdariis,,,,
W7117307319,10.1038/s41746-025-02145-5,2025,first,Megan T. deBettencourt,,Neurotech (United States),US,0083rgp58
W7117307319,10.1038/s41746-025-02145-5,2025,middle,Sruthi Sakthivel,,Neurotech (United States),US,0083rgp58
W7117307319,10.1038/s41746-025-02145-5,2025,middle,Emily A. Holmes,0000-0001-7319-3112,Uppsala University; University of Southampton,SE; GB,048a87296; 01ryk1543
W7117307319,10.1038/s41746-025-02145-5,2025,last,Mark Chevillet,,Neurotech (United States),US,0083rgp58
W7117315725,10.61782/fa.2025.0544,2025,first,Laura Rachman,0000-0003-4744-1308,,,
W7117315725,10.61782/fa.2025.0544,2025,last,Deniz Başkent,0000-0002-6560-1451,,,
W7117684350,10.1177/13623613251403906,2025,first,M. Li,0009-0007-7492-2680,Durham University,GB,01v29qb04
W7117684350,10.1177/13623613251403906,2025,middle,Manuel Mello,0000-0002-4843-1817,Université Claude Bernard Lyon 1; Institut des Sciences Cognitives,FR; FR,029brtt94; 058hz8544
W7117684350,10.1177/13623613251403906,2025,middle,Keren MacLennan,0000-0002-3148-3450,University of Bath,GB,002h8g185
W7117684350,10.1177/13623613251403906,2025,last,Haemy Lee Masson,0000-0002-0804-9090,Durham University,GB,01v29qb04
W7118233168,10.1167/jov.26.1.4,2026,first,Cemre Baykan,0000-0003-3933-932X,Philipps University of Marburg; Bay Institute,DE; US,01rdrb571; 02bgarq81
W7118233168,10.1167/jov.26.1.4,2026,middle,Pascal Jacques Avedis Mamassian,,Centre National de la Recherche Scientifique; Gomal University; Université Paris Sciences et Lettres; École Normale Supérieure - PSL; Laboratoire des Systèmes Perceptifs,FR; PK; FR; FR; FR,02feahw73; 0241b8f19; 013cjyk83; 05a0dhs15; 030za3c40
W7118233168,10.1167/jov.26.1.4,2026,last,Alexander C. Schütz,,Philipps University of Marburg; Alexander College,DE; CY,01rdrb571; 00amea583
W7118317698,10.63522/jabbs.102012,2025,first,Kai Yao,0000-0002-9274-0908,Central University of Finance and Economics,CN,008e3hf02
W7118317698,10.63522/jabbs.102012,2025,middle,Kaibin He,,Jilian Technology Group (China),CN,016q5ce10
W7118317698,10.63522/jabbs.102012,2025,last,Chubing Zhang,,Tianjin University of Finance and Economics,CN,05ev1jb90
W7118393485,10.63522/102012,2026,first,Kai Yao,0000-0002-9274-0908,Central University of Finance and Economics,CN,008e3hf02
W7118393485,10.63522/102012,2026,middle,Kaibin He,,Jilian Technology Group (China),CN,016q5ce10
W7118393485,10.63522/102012,2026,last,Chubing Zhang,,Tianjin University of Finance and Economics,CN,05ev1jb90
W7118678578,10.7717/peerj.20544,2026,first,Shreshth Saxena,0000-0002-9237-5461,McMaster University,CA,02fa3aq29
W7118678578,10.7717/peerj.20544,2026,middle,Jackson Shi,,McMaster University,CA,02fa3aq29
W7118678578,10.7717/peerj.20544,2026,last,Lauren Fink,,McMaster University,CA,02fa3aq29
W7118973162,10.1027/1864-9335/a000585,2025,first,Claudia Araya,,Leibniz Institute for Psychology,DE,0165gz615
W7118973162,10.1027/1864-9335/a000585,2025,last,Kai Sassenberg,,Leibniz Institute for Psychology; Universität Trier,DE; DE,0165gz615; 02778hg05
W7119187944,10.1044/2025_jslhr-25-00148,2026,first,Xuanda Chen,0000-0003-4330-1033,Centre for Research on Brain Language and Music; McGill University,CA; CA,00t7fmg72; 01pxwe438
W7119187944,10.1044/2025_jslhr-25-00148,2026,middle,Wenkai zhu,,Université de Montréal,CA,0161xgx34
W7119187944,10.1044/2025_jslhr-25-00148,2026,last,Lei Zeng,,Nanjing Normal University; McGill University,CN; CA,036trcv74; 01pxwe438
W7119434102,,2024,first,Fernanda Marabelly de Oliveira Veras,,,,
W7119488562,10.3389/fpsyg.2025.1680346,2026,first,Odysseus R. P. Orr,,University of Iowa,US,036jqmy94
W7119488562,10.3389/fpsyg.2025.1680346,2026,middle,Víctor M. Navarro,0009-0001-4983-5362,Cardiff University,GB,03kk7td41
W7119488562,10.3389/fpsyg.2025.1680346,2026,middle,Edward A. Wasserman,,University of Iowa,US,036jqmy94
W7119488562,10.3389/fpsyg.2025.1680346,2026,last,David W. Ouyang,,Kaiser Permanente,US,00t60zh31
W7119499187,10.1038/s41598-026-35241-x,2026,first,Mateusz Woźniak,0000-0002-1693-7020,Jagiellonian University; Central European University; Italian Institute of Technology,PL; AT; IT,03bqmcz70; 02zx40v98; 042t93s57
W7119499187,10.1038/s41598-026-35241-x,2026,middle,Mathieu Charbonneau,,Université Mohammed VI Polytechnique,MA,03xc55g68
W7119499187,10.1038/s41598-026-35241-x,2026,last,Guenther Knoblich,,Central European University,AT,02zx40v98
W7119520553,10.1121/10.0041994,2026,first,Timothy Gadanidis,0000-0003-0599-2961,University of Toronto,CA,03dbr7087
W7119520553,10.1121/10.0041994,2026,last,Yoonjung Kang,,University of Toronto; The Scarborough Hospital,CA; CA,03dbr7087; 04pzgb662
W7119521080,10.1177/01461672251408129,2026,first,Noëmon BAUDOUIN,,Centre National de la Recherche Scientifique; Institut Jean Nicod,FR; FR,02feahw73; 01qfab443
W7119521080,10.1177/01461672251408129,2026,middle,Sacha Altay,,University of Zurich,CH,02crff812
W7119521080,10.1177/01461672251408129,2026,last,Hugo Mercier,,Centre National de la Recherche Scientifique; Institut Jean Nicod,FR; FR,02feahw73; 01qfab443
W7119523872,10.1016/j.cognition.2025.106411,2026,first,Ponrawee Prasertsom,,Language Science (South Korea),KR,01h9v1373
W7119523872,10.1016/j.cognition.2025.106411,2026,middle,Kenny Smith,0000-0002-4530-6914,Language Science (South Korea),KR,01h9v1373
W7119523872,10.1016/j.cognition.2025.106411,2026,last,Jennifer Culbertson,0000-0002-1737-6296,Language Science (South Korea),KR,01h9v1373
W7119534308,10.5334/joc.483,2026,first,Maximilian Marschner,,Central European University,AT,02zx40v98
W7119534308,10.5334/joc.483,2026,middle,Günther Knoblich,0000-0003-4463-5318,Central European University,AT,02zx40v98
W7119534308,10.5334/joc.483,2026,last,David Dignath,0000-0002-1092-8019,University of Tübingen,DE,03a1kwz48
W7119869147,10.3758/s13428-025-02918-6,2026,first,Giorgio Piazza,0000-0003-2138-4499,"University of Padua; Basque Center on Cognition, Brain and Language",IT; ES,00240q980; 01a28zg77
W7119869147,10.3758/s13428-025-02918-6,2026,middle,Natalia Kartushina,,University of Oslo,NO,01xtthb56
W7119869147,10.3758/s13428-025-02918-6,2026,middle,Christoforos Souganidis,0000-0002-5013-1442,University of the Basque Country,ES,000xsnr85
W7119869147,10.3758/s13428-025-02918-6,2026,middle,James E. Flege,,University of Alabama at Birmingham,US,008s83205
W7119869147,10.3758/s13428-025-02918-6,2026,last,Clara D. Martin,0000-0003-2701-5045,"Ikerbasque; Basque Center on Cognition, Brain and Language",ES; ES,01cc3fy72; 01a28zg77
W7119908993,10.1371/journal.pbio.3003588,2026,first,Fabian Schneider,,Universität Hamburg; University Medical Center Hamburg-Eppendorf; Ruhr University Bochum,DE; DE; DE,00g30e956; 01zgy1s35; 04tsk2644
W7119908993,10.1371/journal.pbio.3003588,2026,last,Helen Blank,0000-0002-5824-0811,Universität Hamburg; University Medical Center Hamburg-Eppendorf; Ruhr University Bochum,DE; DE; DE,00g30e956; 01zgy1s35; 04tsk2644
W7120253250,10.1016/j.tine.2026.100276,2026,first,Markus Spitzer,0000-0001-6040-1939,Martin Luther University Halle-Wittenberg,DE,05gqaka33
W7120432491,,2022,first,Margareth da Silva Oliveira,,,,
W7120432491,,2022,middle,Milton José Cazassa,0000-0002-1872-1063,"Institute of Cellular and Organismic Biology, Academia Sinica",TW,048evbw70
W7120432491,,2022,middle,Grant S. Shields,0000-0002-0827-4669,"Institute of Cellular and Organismic Biology, Academia Sinica",TW,048evbw70
W7120432491,,2022,last,George M. Slavich,,"Institute of Cellular and Organismic Biology, Academia Sinica",TW,048evbw70
W7120773601,,2023,first,"Coelho, João Luiz",,,,
W7120780166,,2023,first,Luiza Emanuele Monteiro de Carvalho,,,,
W7122808086,10.1080/23273798.2025.2610245,2026,first,Olga Solaja,0000-0003-1840-4567,Scuola Internazionale Superiore di Studi Avanzati,IT,004fze387
W7122808086,10.1080/23273798.2025.2610245,2026,middle,Jon W Carr,0000-0002-2324-8944,Scuola Internazionale Superiore di Studi Avanzati,IT,004fze387
W7122808086,10.1080/23273798.2025.2610245,2026,last,Davide Crepaldi,,Scuola Internazionale Superiore di Studi Avanzati; University of Pavia,IT; IT,004fze387; 00s6t1f81
W7123243752,,2025,first,Leslie Held,,,,
W7123361313,10.1177/21677026251393622,2026,first,Ashleigh Fulton,,Monash University,AU,02bfwt286
W7123361313,10.1177/21677026251393622,2026,middle,Laura Forbes,,Monash University,AU,02bfwt286
W7123361313,10.1177/21677026251393622,2026,middle,Suresh Sundram,0000-0002-9674-0227,Monash Health; Monash University,AU; AU,02t1bej08; 02bfwt286
W7123361313,10.1177/21677026251393622,2026,last,Daniel Bennett,0000-0001-6608-9026,Monash University,AU,02bfwt286
W7123411021,10.1016/j.cognition.2026.106440,2026,first,Fritz Günther,0000-0002-9205-6786,Humboldt-Universität zu Berlin,DE,01hcx6992
W7123411021,10.1016/j.cognition.2026.106440,2026,middle,Aliona Petrenco,,Humboldt-Universität zu Berlin,DE,01hcx6992
W7123411021,10.1016/j.cognition.2026.106440,2026,last,Daniele Gatti,,University of Parma,IT,02k7wn190
W7124421995,10.1109/tvcg.2025.3633896,2026,first,Zach Cutler,0000-0002-2656-3413,University of Utah,US,03r0ha626
W7124421995,10.1109/tvcg.2025.3633896,2026,middle,Jack Wilburn,0000-0002-7672-0798,University of Utah,US,03r0ha626
W7124421995,10.1109/tvcg.2025.3633896,2026,middle,Hilson Shrestha,0009-0006-6603-6606,World Precision Instruments (United States),US,03st5df34
W7124421995,10.1109/tvcg.2025.3633896,2026,middle,Yiren Ding,0000-0001-8983-9117,World Precision Instruments (United States),US,03st5df34
W7124421995,10.1109/tvcg.2025.3633896,2026,middle,B. Bollen,0000-0002-9557-1783,University of Utah,US,03r0ha626
W7124421995,10.1109/tvcg.2025.3633896,2026,middle,Khandaker Abrar Nadib,,University of Utah,US,03r0ha626
W7124421995,10.1109/tvcg.2025.3633896,2026,middle,Tingying He,0000-0002-9670-5587,University of Utah,US,03r0ha626
W7124421995,10.1109/tvcg.2025.3633896,2026,middle,Andrew McNutt,0000-0001-8255-4258,University of Utah,US,03r0ha626
W7124421995,10.1109/tvcg.2025.3633896,2026,middle,Lane Harrison,0000-0003-3029-2799,World Precision Instruments (United States),US,03st5df34
W7124421995,10.1109/tvcg.2025.3633896,2026,last,Alexander Lex,0000-0001-6930-5468,University of Utah,US,03r0ha626
W7124427777,10.1016/j.ijchp.2026.100663,2026,first,Haobo Zhang,,Northwest Normal University,CN,00gx3j908
W7124427777,10.1016/j.ijchp.2026.100663,2026,middle,Zhangwei Lv,,Southwest University,CN,01kj4z117
W7124427777,10.1016/j.ijchp.2026.100663,2026,middle,Zijie Tang,,Southwest University,CN,01kj4z117
W7124427777,10.1016/j.ijchp.2026.100663,2026,middle,Xue Zeng,,Southwest University,CN,01kj4z117
W7124427777,10.1016/j.ijchp.2026.100663,2026,middle,Jiayu Feng,,Southwest University,CN,01kj4z117
W7124427777,10.1016/j.ijchp.2026.100663,2026,last,Xu Lei,,Southwest University,CN,01kj4z117
W7124465504,10.1007/s11409-025-09451-z,2026,first,Mengqi Hu,0009-0000-7701-0184,Beijing Normal University,CN,022k4wk35
W7124465504,10.1007/s11409-025-09451-z,2026,middle,Anran Li,0009-0008-0987-3752,Beijing Normal University,CN,022k4wk35
